AVHI,Capital Goods
AAON,Capital Goods
ABAX,Capital Goods
AXDX,Capital Goods
ADOM,Capital Goods
AEIS,Capital Goods
AEHR,Capital Goods
AVAV,Capital Goods
AEMD,Capital Goods
AMOT,Capital Goods
AIMC,Capital Goods
AOBC,Capital Goods
ARII,Capital Goods
ALOG,Capital Goods
APOG,Capital Goods
ARCW,Capital Goods
ARTW,Capital Goods
ASTE,Capital Goods
ATRO,Capital Goods
ASTC,Capital Goods
ASV,Capital Goods
AAXN,Capital Goods
BELFA,Capital Goods
BELFB,Capital Goods
BLBD,Capital Goods
BNSO,Capital Goods
BWEN,Capital Goods
BRKR,Capital Goods
CSTE,Capital Goods
CAMT,Capital Goods
CECE,Capital Goods
CETX,Capital Goods
CETXP,Capital Goods
CETXW,Capital Goods
KOOL,Capital Goods
GTLS,Capital Goods
CAAS,Capital Goods
CCCL,Capital Goods
CXDC,Capital Goods
CDTI,Capital Goods
CLIR,Capital Goods
CLIRW,Capital Goods
CODA,Capital Goods
CGNX,Capital Goods
COHR,Capital Goods
COHU,Capital Goods
CMCO,Capital Goods
CVGI,Capital Goods
CHCI,Capital Goods
CTRL,Capital Goods
CPSH,Capital Goods
CYBE,Capital Goods
DAIO,Capital Goods
BOOM,Capital Goods
DORM,Capital Goods
DXPE,Capital Goods
DYSL,Capital Goods
EACQ,Capital Goods
EACQU,Capital Goods
EACQW,Capital Goods
EML,Capital Goods
EKSO,Capital Goods
ESLT,Capital Goods
ELSE,Capital Goods
WIRE,Capital Goods
EXFO,Capital Goods
FARO,Capital Goods
GSM,Capital Goods
FLIR,Capital Goods
FLDM,Capital Goods
FRTA,Capital Goods
RAIL,Capital Goods
FEIM,Capital Goods
FTEK,Capital Goods
FFHL,Capital Goods
GRMN,Capital Goods
GENC,Capital Goods
GNTX,Capital Goods
THRM,Capital Goods
GEOS,Capital Goods
ROCK,Capital Goods
GIGA,Capital Goods
GRBK,Capital Goods
GIFI,Capital Goods
HNH,Capital Goods
HDNG,Capital Goods
HBIO,Capital Goods
HAYN,Capital Goods
HEBT,Capital Goods
HIHO,Capital Goods
HOVNP,Capital Goods
HTGM,Capital Goods
HURC,Capital Goods
IEP,Capital Goods
IESC,Capital Goods
IIVI,Capital Goods
ILMN,Capital Goods
ISNS,Capital Goods
PI,Capital Goods
IIIN,Capital Goods
IART,Capital Goods
IIN,Capital Goods
ITRI,Capital Goods
KALU,Capital Goods
KNDI,Capital Goods
KEQU,Capital Goods
KLAC,Capital Goods
KLXI,Capital Goods
KRNT,Capital Goods
KTOS,Capital Goods
LGIH,Capital Goods
LCUT,Capital Goods
MBUU,Capital Goods
MATW,Capital Goods
MCFT,Capital Goods
MRCY,Capital Goods
MLAB,Capital Goods
MICT,Capital Goods
MICTW,Capital Goods
MVIS,Capital Goods
MSON,Capital Goods
MKSI,Capital Goods
MINI,Capital Goods
MPAA,Capital Goods
MTSC,Capital Goods
NANO,Capital Goods
NEON,Capital Goods
NFEC,Capital Goods
NNBR,Capital Goods
NDSN,Capital Goods
NSYS,Capital Goods
NTIC,Capital Goods
NVMI,Capital Goods
OFLX,Capital Goods
ORBK,Capital Goods
PCAR,Capital Goods
PACB,Capital Goods
PKOH,Capital Goods
PRCP,Capital Goods
PPIH,Capital Goods
PGTI,Capital Goods
PRPO,Capital Goods
PSDV,Capital Goods
RAVN,Capital Goods
ROLL,Capital Goods
RFIL,Capital Goods
ROKA,Capital Goods
SMIT,Capital Goods
SHLO,Capital Goods
SORL,Capital Goods
SPAR,Capital Goods
STRT,Capital Goods
SNHY,Capital Goods
RUN,Capital Goods
SYPR,Capital Goods
TATT,Capital Goods
TAYD,Capital Goods
TGEN,Capital Goods
TNAV,Capital Goods
TSLA,Capital Goods
XONE,Capital Goods
TRNS,Capital Goods
TRS,Capital Goods
TRMB,Capital Goods
USCR,Capital Goods
UFPT,Capital Goods
UNXL,Capital Goods
OLED,Capital Goods
VREX,Capital Goods
VICR,Capital Goods
WKHS,Capital Goods
XCRA,Capital Goods
ZKIN,Capital Goods
